,id,created,tweetId,tweets,len,source,topic,tweet_like_count,tweet_retweet_count,hashtags,preprocessing,text,sentiment
96,1.67072E+18,2023-06-19 09:01:31+00:00,aaaaa111111a,"RT @mfr9755: @Capital_SNB 
تطبيقي الاهلي القديم و الجديد
اقذذذذر من كذا مافيه  عليهم من الله مايستحقون  ايش العففففن ذا 🤮",121,Twitter for Android,Capital_SNB,0,2,[],"RT @mfr9755: @Capital_SNB 
My new and old app.
They deserve God's forgiveness, they deserve  God's help. 🤮",RT My new and old app They deserve Gods forgiveness they deserve Gods help facevomiting,3
97,1.67072E+18,2023-06-19 09:00:26+00:00,mfr9755,"@Capital_SNB 
تطبيقي الاهلي القديم و الجديد
اقذذذذر من كذا مافيه  عليهم من الله مايستحقون  ايش العففففن ذا 🤮",108,Twitter for Android,Capital_SNB,1,2,[],"@Capital_SNB 
My new and old Ahli App
They deserve God's forgiveness, they deserve  God's help. 🤮", My new and old Ahli App They deserve Gods forgiveness they deserve Gods help facevomiting,3
99,1.67072E+18,2023-06-19 08:58:17+00:00,homealoooon,@Capital_SNB عزيزي المستثمر،  تم إيداع أرباح نقدية لأوراق مالية متطورة 2120  في حسابك الاستثماري بواقع 0.5  ريال لكل ورقة مالية لدى عضو الحفظ – الاهلي,159,Twitter for iPhone,Capital_SNB,0,0,[],"@Capital_SNB Dear Investor, Cash dividends for advanced securities 2120 have been deposited in your investment account at the rate of 0.5  SAR per security with the custodian member – AlAhli Capital.", Laughingbiggrinorlaughwithglassesear Investor Cash dividends for advanced securities have been deposited in your investment account at the rate of SAR per security with the custodian member – AlAhli Capital,3
101,1.67072E+18,2023-06-19 08:57:13+00:00,m305m091377571,"@Capital_SNB وعليكم السلام ورحمةًالله وبركاته 

الله يسعدك 

تطبيق التداول نسجل دخول ثواني و يعطي خروج من امس",109,Twitter for iPhone,Capital_SNB,1,0,[],"@Capital_SNB May the peace, mercy and blessings of God be upon you 

God make you happy 

trading application we log in seconds and give an exit yesterday", May the peace mercy and blessings of God be upon you God make you happy trading application we log in seconds and give an exit yesterday,3
102,1.67072E+18,2023-06-19 08:55:34+00:00,ALI_KHALID100,@A90H92 @Capital_SNB تداول الاهلي سيء جدا الى الان يفصل علي حسبي الله عليهم,75,Twitter for Android,Capital_SNB,1,0,[],"@A90H92 @Capital_SNB The circulation of Al-Ahli is very bad so far, may God separate me from them", The circulation of AlAhli is very bad so far may God separate me from them,1
104,1.67072E+18,2023-06-19 08:49:32+00:00,mbs_naif422,@Capital_SNB يا ابو حضرم يا قذر وبعدين مع تطبيقكم الزفت😡,56,Twitter for iPhone,Capital_SNB,1,0,[],@Capital_SNB O Abu Hadram O dirty and then with your application asphalt😡, Abu Hadram dirty and then with your application asphaltpoutingface,1
106,1.67071E+18,2023-06-19 08:46:30+00:00,DrMetrek,"@Capital_SNB السلام عليكم
أريد تعديل رقم الحساب الجاري في المحفظة -بعد ربط حسابي في بنك سامبا مع بنك الأهلي- لكي أستطيع تحويل الأموال من المحفظة لح",293,Twitter for Android,Capital_SNB,0,0,[],"@Capital_SNB Assalamu Alaykum
I want to modify the current account number in the wallet - after linking my Samba Bank account with Ahli Bank - so that I can transfer money from the wallet to my current account.
Whenever I call AlAhli Capital, they ask me ", Assalamu Alaykum I want to modify the current account number in the wallet after linking my Samba Bank account with Ahli Bank so that can transfer money from the wallet to my current account Whenever call AlAhli Capital they ask me for an eightdigit personal number which do not have Please update my account number or give me an easy and uncomplicated way,3
107,1.67071E+18,2023-06-19 08:44:25+00:00,bakzhbz,@Capital_SNB ياخي اذا عندكم صيانه خلوها قبل او بعد التداول معقوله مايجي التعليق الا في وقت التداول والله طفشتونا,112,Twitter for Android,Capital_SNB,1,0,[],"@Capital_SNB If you have maintenance that is free before or after trading, it is reasonable to comment except at the time of trading.", If you have maintenance that is free before or after trading it is reasonable to comment except at the time of trading,3
108,1.67071E+18,2023-06-19 08:44:11+00:00,Arif70612812,@Capital_SNB مساء الخير  من اليومين معلق عندكم تدول,51,Twitter for iPhone,Capital_SNB,0,0,[],@Capital_SNB Good evening  from the two days suspended with you, Good evening from the two days suspended with you,3
109,1.67071E+18,2023-06-19 08:43:51+00:00,toak72816,"@Capital_SNB عندي محفظة في الأهلي تداول للسوق السعودي.
أبي أفتح محفظة للسوق الأمريكي.كيف الطريقة وهل الأسعار مباشرة؟",116,Twitter for iPhone,Capital_SNB,0,0,[],"@Capital_SNB I have a portfolio in AlAhliTrade for the Saudi market.
My father opened a wallet for the US market. How to do and are the prices direct?", have portfolio in AlAhliTrade for the Saudi market My father opened wallet for the US market How to do and are the prices direct,3
110,1.67071E+18,2023-06-19 08:40:11+00:00,yhnbgt02,@Capital_SNB المحفظة كل شوي تسجل خروج ويعلق ما يدخل ايش المشكله,63,Twitter for iPhone,Capital_SNB,0,0,[],"@Capital_SNB The wallet, every bit, logs out and suspends what enters the problem", The wallet every bit logs out and suspends what enters the problem,2
111,1.67071E+18,2023-06-19 08:39:08+00:00,Abdulla07849758,@Capital_SNB من يومين تطبيقكم فيه مشكلة ، شوفوا لنا حل !!,57,Twitter for iPhone,Capital_SNB,0,0,[],"@Capital_SNB Two days ago, your application has a problem , see us for a solution !!", Two days ago your application has problem see us for solution ,2
112,1.67071E+18,2023-06-19 08:38:53+00:00,abo_albadr2020,"@sandidsteel @Capital_SNB رسايل SMS ممكن خسارة عليهم 😂
شيء غريب جدا",67,Twitter for Android,Capital_SNB,0,0,[],"@sandidsteel @Capital_SNB SMS messages can be a loss for them,
😂something very strange", SMS messages can be loss for them facewithtearsofjoysomething very strange,1
113,1.67071E+18,2023-06-19 08:35:31+00:00,A90H92,"@Capital_SNB 

كلمتكم امس على العام والخاص
واليوم على نفس الوضع تطبيق فاشل
يوم خلص اشعار الصيانه
الحين تجي مرحلة ابن امك تدخل التطبيق
@SAMA_GOV @SaudiCMA http",201,Twitter for iPhone,Capital_SNB,0,0,[],"@Capital_SNB 

Your word yesterday on the public and private
Today, it's a failed application.
Maintenance Notice Clearance Day
Now comes the stage of your mother's son entering the application
@SAMA_GOV @SaudiCMA https://t.co/bTiAOZ4UAH https://t.co/KH2O", Your word yesterday on the public and private Today its failed application Maintenance Notice Clearance Laughingbiggrinorlaughwithglassesay Now comes the stage of your mothers son entering the application ,1
114,1.67071E+18,2023-06-19 08:32:30+00:00,em7_d,@Capital_SNB كيف طريقة تغيير رقم الجوال .. مع العلم انه تم الاتصال على رقم ٩٢٠٠٠٠٢٣٢ ولا يوجد خيار بتحديث رقم الجوال,116,Twitter for iPhone,Capital_SNB,0,0,[],@Capital_SNB How to change your mobile number.. Knowing that you have called 920000232 and there is no option to update your mobile number, How to change your mobile number Knowing that you have called and there is no option to update your mobile number,2
115,1.67071E+18,2023-06-19 08:26:08+00:00,m305m091377571,"RT @bakzhbz: @m305m091377571 @Capital_SNB انا معك  والوضع هذا متكرر 
لذا وجب مخاطبة البنك المركزي وطباعه سعر الاسهم قبل التعليق وبعد فك الت…",140,Twitter for iPhone,Capital_SNB,0,1,[],"RT @ bakzhbz: @ m305m091377571 @Capital_SNB I am with you  and this situation is repeated 
Therefore, it was necessary to address the Central Bank and print the share price before the suspension and after the removal of…",I am with you and this situation is repeated Therefore it was necessary to address the Central Bank and print the share price before the suspension and after the removal of…,2
116,1.67071E+18,2023-06-19 08:25:36+00:00,nawaf2639,"@Capital_SNB التطبيق يعمل خروج لوحده  

تظهر رساله انتهت الجلسه",63,Twitter for Android,Capital_SNB,0,0,[],"@Capital_SNB The app makes an exit on its own  

A message appears. The session is over.", The app makes an exit on its own A message appears The session is over,3
117,1.67071E+18,2023-06-19 08:25:14+00:00,Abdullah_Enazi,@Capital_SNB تطبيقكم متعطل يا سادة !!! وبعدين يعني ؟,52,Twitter for iPhone,Capital_SNB,0,0,[],"@Capital_SNB Your app is broken, gentlemen !!! Then what?", Your app is broken gentlemen Then what,1
118,1.67071E+18,2023-06-19 08:20:22+00:00,azdJxDEZTQe3GeZ,@Capital_SNB هذا وضعكم تجاهل,28,Twitter for Android,Capital_SNB,0,0,[],@Capital_SNB This is your situation Ignore, This is your situation Ignore,2
119,1.67071E+18,2023-06-19 08:13:49+00:00,abumurad5599,@pp_pos @Capital_SNB نفس المشكله يدخلني لحظات ويطلعني فجأه الرجاء حل المشكله سريعا,82,Twitter for iPhone,Capital_SNB,0,0,[],"@pp_pos @Capital_SNB The same problem enters me for a moment and informs me suddenly, please solve the problem quickly", The same problem enters me for moment and informs me suddenly please solve the problem quickly,3
